order_id,product_name,category,order_date,revenue,region
144,Bread,Produce,19-08-2023,427.5578046,Central
145,Vegetables,Bakery,31-07-2023,198.5518842,East
146,Eggs,Grains,17-01-2023,34.67633095,North
147,Chicken,Dairy,03-01-2023,395.7112916,Central
148,Chicken,Produce,07-03-2023,109.9772592,Central
149,Vegetables,Grains,10-03-2023,378.4306764,East
150,Vegetables,Dairy,04-07-2023,469.8756568,West
151,Milk,Grains,25-05-2023,484.8371472,North
152,Eggs,Produce,05-04-2023,319.7138392,East
153,Vegetables,Dairy,08-09-2023,454.6851189,North
154,Milk,Dairy,05-05-2023,120.8214634,East
155,Fruits,Grains,17-09-2023,44.45677972,North
156,Rice,Grains,14-09-2023,444.4501459,East
157,Fruits,Bakery,25-09-2023,185.4993336,West
158,Bread,Bakery,20-10-2023,36.64071977,Central
159,Rice,Dairy,15-02-2023,231.9939197,West
160,Fruits,Meat,27-02-2023,103.8420984,East
161,Vegetables,Bakery,06-07-2023,483.0340828,East
162,Chicken,Dairy,11-11-2023,20.1422458,East
163,Eggs,Dairy,07-02-2023,484.9639422,Central
164,Fruits,Produce,21-08-2023,86.35351473,South
165,Chicken,Dairy,21-11-2023,296.924533,North
166,Milk,Meat,27-05-2023,360.622313,North
167,Milk,Bakery,16-12-2023,175.5702489,Central
168,Chicken,Produce,01-10-2023,454.7275803,South
169,Vegetables,Grains,07-11-2023,128.4639773,North
170,Milk,Produce,23-10-2023,416.0256761,Central
171,Rice,Bakery,26-05-2023,281.0683087,East
172,Bread,Dairy,29-09-2023,91.37503078,South
173,Eggs,Bakery,17-02-2023,283.159187,North
174,Vegetables,Bakery,08-07-2023,207.9787666,West
175,Vegetables,Bakery,30-05-2023,409.8443211,West
176,Rice,Grains,24-10-2023,162.590931,North
177,Rice,Grains,15-01-2023,413.035009,West
178,Milk,Produce,01-08-2023,401.4529751,North
179,Chicken,Dairy,23-10-2023,229.0581116,Central
180,Milk,Produce,03-05-2023,159.1033415,North
181,Vegetables,Grains,05-08-2023,359.3622639,North
182,Bread,Bakery,02-09-2023,265.5485729,Central
183,Bread,Produce,29-06-2023,329.5261111,East
184,Milk,Dairy,07-10-2023,490.337399,South
185,Rice,Grains,28-06-2023,458.1113306,West
186,Bread,Produce,11-07-2023,193.3795671,West
187,Bread,Bakery,13-10-2023,81.96928715,South
188,Eggs,Bakery,25-02-2023,351.3082099,Central
189,Rice,Grains,01-06-2023,146.5692697,West
190,Rice,Grains,05-03-2023,27.32062838,West
191,Milk,Bakery,03-08-2023,116.8404037,West
192,Vegetables,Meat,23-04-2023,438.0769456,East
193,Milk,Dairy,01-04-2023,17.97197679,Central
194,Chicken,Produce,04-06-2023,254.8994047,East
195,Chicken,Bakery,31-08-2023,23.9296946,North
196,Bread,Produce,23-12-2023,393.5874039,South
197,Chicken,Bakery,06-03-2023,59.56010858,South
198,Fruits,Meat,13-02-2023,420.2258987,Central
199,Chicken,Produce,16-03-2023,227.806303,West
200,Eggs,Dairy,21-07-2023,300.3112272,South
201,Chicken,Produce,30-12-2023,189.084247,East
202,Milk,Produce,03-11-2023,91.00519175,East
203,Vegetables,Meat,21-09-2023,374.7544608,South
204,Fruits,Bakery,06-10-2023,399.0387181,East
205,Milk,Dairy,28-01-2023,420.5634493,East
206,Chicken,Produce,31-10-2023,226.3358118,North
207,Fruits,Bakery,10-11-2023,234.1899005,West
208,Vegetables,Grains,15-08-2023,95.37773089,North
209,Vegetables,Produce,15-05-2023,290.1460418,Central
210,Eggs,Grains,03-10-2023,242.0652543,South
211,Fruits,Bakery,23-11-2023,396.4901557,East
212,Fruits,Bakery,29-06-2023,222.8032646,South
213,Bread,Grains,02-03-2023,67.05129945,East
214,Rice,Bakery,31-08-2023,347.2172869,East
215,Bread,Bakery,11-07-2023,201.4036579,South
216,Vegetables,Bakery,21-04-2023,453.5450504,North
217,Eggs,Produce,03-11-2023,62.83724481,South
218,Rice,Bakery,03-08-2023,23.6226296,South
219,Milk,Grains,12-07-2023,193.8224674,North
220,Fruits,Bakery,29-12-2023,46.18114629,West
221,Rice,Produce,17-10-2023,296.8647929,Central
222,Chicken,Grains,27-04-2023,406.5238446,North
223,Milk,Dairy,03-04-2023,235.8038701,East
224,Rice,Meat,28-11-2023,118.2353316,West
225,Eggs,Produce,29-04-2023,348.161385,North
226,Vegetables,Grains,16-09-2023,264.0932561,South
227,Bread,Produce,27-06-2023,422.3072303,North
228,Fruits,Bakery,25-10-2023,282.0326794,South
229,Rice,Grains,28-09-2023,195.3663685,West
230,Vegetables,Dairy,04-08-2023,89.65944879,East
231,Eggs,Meat,19-03-2023,251.2453859,North
232,Chicken,Bakery,20-07-2023,179.891945,West
233,Milk,Dairy,02-12-2023,178.2654428,East
234,Rice,Dairy,12-02-2023,379.2352688,East
235,Vegetables,Grains,06-03-2023,119.6957435,North
236,Rice,Produce,25-03-2023,377.7925506,North
237,Milk,Meat,20-03-2023,301.1219699,East
238,Eggs,Meat,18-10-2023,253.055335,East
239,Eggs,Meat,12-05-2023,26.25900588,South
240,Rice,Meat,31-03-2023,68.43583372,South
241,Rice,Meat,29-12-2023,157.0927512,South
242,Milk,Bakery,05-08-2023,382.1349119,West
243,Fruits,Grains,07-02-2023,473.9704651,South
244,Milk,Meat,23-08-2023,287.1621706,East
245,Fruits,Dairy,16-03-2023,174.6840478,East
246,Rice,Bakery,06-09-2023,113.5183615,Central
247,Chicken,Produce,13-10-2023,346.8451741,East
248,Vegetables,Produce,17-04-2023,274.5342843,North
249,Vegetables,Bakery,04-10-2023,215.4324454,West
250,Bread,Dairy,16-06-2023,317.2207426,North
251,Fruits,Grains,27-08-2023,410.253442,North
252,Eggs,Grains,19-10-2023,228.0675161,North
253,Rice,Bakery,06-11-2023,138.6822613,South
254,Milk,Meat,09-04-2023,135.7077866,East
255,Rice,Dairy,28-12-2023,335.3261843,East
256,Chicken,Grains,24-12-2023,174.7561571,West
257,Milk,Produce,07-08-2023,350.0636076,North
258,Fruits,Grains,20-10-2023,37.22329154,West
259,Fruits,Bakery,13-03-2023,244.822119,North
260,Rice,Meat,31-01-2023,31.94232261,South
261,Milk,Grains,06-03-2023,27.66329853,West
262,Fruits,Bakery,17-11-2023,316.4374984,North
263,Fruits,Bakery,28-09-2023,85.05714979,North
264,Vegetables,Produce,14-01-2023,22.77550253,South
265,Eggs,Bakery,08-03-2023,484.5390515,North
266,Milk,Meat,26-10-2023,388.1948058,West
267,Chicken,Meat,26-11-2023,47.25288846,North
268,Chicken,Produce,11-08-2023,335.3381667,South
269,Eggs,Bakery,10-02-2023,426.4291032,North
270,Chicken,Grains,22-10-2023,453.2057072,North
271,Milk,Grains,21-04-2023,108.8060269,North
272,Fruits,Produce,20-01-2023,108.9520672,South
273,Milk,Dairy,22-01-2023,206.5497865,North
274,Chicken,Grains,30-09-2023,170.827767,East
275,Eggs,Dairy,24-08-2023,187.1008667,West
276,Chicken,Dairy,07-06-2023,64.81784707,South
277,Fruits,Meat,18-07-2023,159.6129949,East
278,Milk,Produce,19-04-2023,409.5787972,North
279,Rice,Meat,22-01-2023,425.8014118,East
280,Bread,Produce,12-04-2023,220.8984956,East
281,Chicken,Bakery,11-09-2023,221.2996623,North
282,Rice,Grains,20-11-2023,27.92916511,South
283,Bread,Grains,23-05-2023,363.4717849,West
284,Vegetables,Produce,05-05-2023,108.8110407,North
285,Milk,Grains,04-01-2023,271.0710762,East
286,Bread,Bakery,25-07-2023,331.5988086,South
287,Vegetables,Meat,15-05-2023,425.9537133,South
288,Vegetables,Grains,28-01-2023,297.6549817,North
289,Vegetables,Dairy,08-07-2023,486.4526997,Central
290,Eggs,Dairy,27-03-2023,407.3551063,East
291,Eggs,Produce,20-10-2023,101.9772949,Central
292,Chicken,Produce,28-01-2023,110.3173749,North
293,Eggs,Bakery,25-07-2023,229.0806985,East
294,Eggs,Produce,23-05-2023,156.24586,Central
295,Eggs,Grains,13-02-2023,249.4250579,North
296,Rice,Bakery,24-05-2023,221.6452864,Central
297,Rice,Bakery,18-07-2023,207.1649255,North
298,Bread,Meat,21-08-2023,415.2060822,Central
299,Fruits,Produce,25-05-2023,450.6332465,South
300,Eggs,Produce,21-09-2023,8.674287641,South
301,Rice,Bakery,12-11-2023,187.1660536,South
302,Chicken,Produce,07-12-2023,157.6234935,East
303,Rice,Dairy,26-10-2023,353.8425196,South
304,Rice,Meat,22-12-2023,149.8963532,North
305,Eggs,Produce,27-10-2023,172.7092304,West
306,Vegetables,Produce,04-07-2023,423.4666439,Central
307,Fruits,Dairy,03-10-2023,416.866523,North
308,Rice,Grains,06-04-2023,53.72779858,East
309,Milk,Meat,30-10-2023,42.40835788,West
310,Rice,Bakery,18-01-2023,14.33969376,South
311,Vegetables,Meat,02-11-2023,239.3941916,East
312,Eggs,Grains,14-11-2023,43.60351282,Central
313,Chicken,Grains,27-04-2023,383.2858529,North
314,Chicken,Bakery,10-12-2023,145.8332856,North
315,Fruits,Produce,14-04-2023,363.5933912,Central
316,Bread,Bakery,25-07-2023,37.62377781,North
317,Vegetables,Dairy,02-05-2023,222.2252837,North
318,Rice,Grains,10-01-2023,333.946561,South
319,Rice,Meat,22-01-2023,201.8882003,Central
320,Eggs,Bakery,02-07-2023,361.63952,South
321,Chicken,Dairy,26-11-2023,232.8884317,East
322,Milk,Grains,08-09-2023,45.51259827,South
323,Vegetables,Produce,31-10-2023,22.34030133,South
324,Eggs,Grains,13-06-2023,20.1732384,West
325,Eggs,Dairy,03-08-2023,448.82131,West
326,Rice,Dairy,02-05-2023,112.349599,West
327,Rice,Grains,22-06-2023,141.1666942,South
328,Chicken,Meat,10-09-2023,304.6292037,South
329,Chicken,Bakery,22-09-2023,435.3455096,Central
330,Rice,Grains,20-07-2023,117.5195847,West
331,Milk,Produce,06-07-2023,439.6557333,West
332,Eggs,Grains,16-09-2023,296.9541434,South
333,Milk,Bakery,19-01-2023,25.27220254,North
334,Eggs,Meat,15-01-2023,155.1563849,East
335,Fruits,Meat,28-05-2023,475.4052076,East
336,Chicken,Grains,12-04-2023,212.9141994,North
337,Rice,Bakery,03-11-2023,282.3497446,Central
338,Vegetables,Produce,23-04-2023,150.838855,East
339,Fruits,Bakery,26-10-2023,191.4598618,South
340,Vegetables,Dairy,24-07-2023,379.279162,East
341,Rice,Meat,24-02-2023,43.12160362,West
342,Eggs,Meat,19-04-2023,13.06491929,East
343,Rice,Grains,12-08-2023,174.3896651,West
344,Milk,Grains,05-08-2023,467.51441,South
345,Milk,Meat,01-12-2023,477.6895221,South
346,Bread,Meat,26-07-2023,319.9638647,East
347,Bread,Grains,13-01-2023,139.9106935,South
348,Fruits,Produce,12-05-2023,331.2239405,North
349,Rice,Dairy,30-09-2023,50.36277041,Central
350,Bread,Bakery,20-08-2023,188.6272035,North
351,Eggs,Bakery,13-01-2023,64.32282264,West
352,Rice,Bakery,05-11-2023,288.0585092,West
353,Vegetables,Produce,14-11-2023,159.0231086,East
354,Rice,Produce,01-08-2023,246.8253712,North
355,Milk,Dairy,03-03-2023,405.321347,East
356,Rice,Dairy,28-10-2023,82.07737334,North
357,Rice,Bakery,22-01-2023,490.4245936,East
358,Milk,Grains,03-08-2023,343.1839899,West
359,Bread,Dairy,31-07-2023,469.7372257,West
360,Eggs,Produce,11-07-2023,222.346758,East
361,Chicken,Dairy,18-01-2023,349.2526125,South
362,Vegetables,Bakery,16-03-2023,145.3623494,East
363,Vegetables,Bakery,13-10-2023,471.077454,South
364,Milk,Dairy,02-01-2023,240.7745265,North
365,Fruits,Produce,23-05-2023,125.9376461,Central
366,Vegetables,Produce,27-06-2023,400.8741579,Central
367,Vegetables,Grains,23-03-2023,337.8640131,North
368,Eggs,Grains,02-05-2023,85.45730175,South
369,Milk,Bakery,02-12-2023,82.94010673,Central
370,Fruits,Produce,26-07-2023,201.6797853,Central
371,Milk,Grains,29-12-2023,257.5413793,Central
372,Bread,Produce,11-07-2023,445.2511681,East
373,Chicken,Produce,15-06-2023,48.08596505,East
374,Rice,Meat,03-06-2023,197.8847459,East
375,Rice,Grains,26-01-2023,456.1813033,Central
376,Chicken,Meat,07-03-2023,362.8060617,Central
377,Milk,Grains,19-09-2023,349.0592341,East
378,Fruits,Bakery,07-10-2023,256.1908271,South
379,Vegetables,Meat,08-08-2023,479.2828751,West
380,Vegetables,Dairy,10-08-2023,499.6307629,North
381,Eggs,Bakery,05-02-2023,38.2331966,West
382,Vegetables,Grains,28-01-2023,21.79823909,North
383,Rice,Produce,22-08-2023,269.6852984,East
384,Milk,Meat,25-05-2023,162.0399278,Central
385,Fruits,Dairy,25-05-2023,119.9771445,West
386,Milk,Meat,19-01-2023,231.8424902,East
387,Rice,Grains,19-02-2023,277.2222313,North
388,Eggs,Grains,11-05-2023,127.1754025,East
389,Bread,Produce,13-02-2023,115.0513484,East
390,Fruits,Bakery,25-09-2023,351.286185,East
391,Chicken,Grains,22-03-2023,132.5187383,Central
392,Eggs,Produce,13-12-2023,464.6147568,Central
393,Milk,Meat,17-08-2023,403.7582876,East
394,Milk,Meat,04-07-2023,471.6117147,West
395,Eggs,Meat,18-01-2023,299.7677358,East
396,Eggs,Meat,14-08-2023,324.1128478,North
397,Fruits,Meat,15-10-2023,342.3640844,East
398,Bread,Produce,23-04-2023,485.0078281,West
399,Milk,Dairy,12-12-2023,302.7554137,North
400,Vegetables,Bakery,02-11-2023,9.065615706,South
401,Chicken,Grains,05-05-2023,274.3655407,South
402,Rice,Bakery,02-02-2023,371.6082957,West
403,Rice,Grains,29-09-2023,127.0570532,West
404,Fruits,Produce,03-12-2023,490.0944905,Central
405,Chicken,Dairy,10-11-2023,20.78943932,North
406,Bread,Dairy,25-07-2023,152.2416918,North
407,Milk,Dairy,28-02-2023,299.990738,East
408,Fruits,Produce,30-06-2023,88.61018568,Central
409,Chicken,Dairy,29-09-2023,474.9135229,East
410,Rice,Bakery,02-12-2023,168.4597947,Central
411,Milk,Bakery,22-08-2023,115.5158101,South
412,Fruits,Meat,04-05-2023,419.4910573,South
413,Eggs,Grains,14-01-2023,391.8791391,Central
414,Milk,Meat,14-06-2023,76.05377291,South
415,Milk,Dairy,15-02-2023,329.0526584,South
416,Rice,Dairy,18-10-2023,55.34823144,West
417,Rice,Grains,15-05-2023,217.6153745,South
418,Eggs,Meat,10-08-2023,188.0490032,North
419,Milk,Produce,09-08-2023,493.3408444,West
420,Bread,Dairy,15-06-2023,79.99118308,North
421,Vegetables,Produce,27-11-2023,185.1795549,West
422,Fruits,Grains,11-01-2023,225.7278557,South
423,Bread,Produce,10-03-2023,59.63625914,North
424,Eggs,Produce,30-12-2023,479.0595103,North
425,Bread,Produce,25-02-2023,46.44801884,West
426,Eggs,Meat,28-03-2023,137.5822675,North
427,Fruits,Produce,24-05-2023,321.2134126,West
428,Rice,Meat,11-07-2023,208.4375281,South
429,Milk,Meat,09-10-2023,447.6257255,South
430,Vegetables,Meat,03-02-2023,452.2775298,North
431,Milk,Produce,23-01-2023,187.681744,Central
432,Fruits,Grains,01-08-2023,121.6853444,East
433,Bread,Produce,11-09-2023,52.98345855,North
434,Vegetables,Grains,21-05-2023,174.0665308,North
435,Bread,Meat,15-11-2023,323.7081431,East
436,Rice,Grains,21-07-2023,493.6145975,Central
437,Bread,Produce,08-08-2023,34.9453166,East
438,Eggs,Meat,04-02-2023,483.8777576,East
439,Eggs,Dairy,12-12-2023,460.1739208,South
440,Eggs,Meat,02-07-2023,187.7167293,East
441,Milk,Bakery,08-06-2023,37.42770595,South
442,Rice,Meat,14-07-2023,190.7145165,East
443,Bread,Produce,22-04-2023,165.3893339,North
444,Eggs,Meat,21-03-2023,41.67002215,South
445,Vegetables,Produce,21-04-2023,378.7852017,Central
446,Chicken,Bakery,19-11-2023,233.3109138,South
447,Bread,Bakery,20-12-2023,62.23942059,West
448,Rice,Meat,12-11-2023,491.1611563,North
449,Rice,Grains,17-05-2023,396.94111,Central
450,Bread,Bakery,26-03-2023,139.6415444,West
451,Milk,Produce,23-09-2023,479.7406289,West
452,Fruits,Dairy,03-01-2023,441.027632,North
453,Vegetables,Meat,14-03-2023,495.4351822,North
454,Milk,Meat,25-03-2023,100.859428,Central
455,Rice,Dairy,03-05-2023,240.8598908,West
456,Chicken,Bakery,02-09-2023,232.9090171,Central
457,Rice,Grains,22-05-2023,76.00609719,East
458,Vegetables,Dairy,21-02-2023,435.1129849,North
459,Milk,Bakery,17-03-2023,5.184273929,East
460,Bread,Meat,16-08-2023,422.9324043,East
461,Bread,Grains,20-03-2023,255.2665118,East
462,Milk,Produce,26-02-2023,193.0731477,Central
463,Fruits,Meat,09-12-2023,49.9099965,South
464,Bread,Meat,28-07-2023,28.24971134,North
465,Milk,Meat,12-06-2023,141.2236366,West
466,Vegetables,Dairy,12-02-2023,60.411651,East
467,Milk,Bakery,03-06-2023,103.0566288,North
468,Fruits,Grains,05-01-2023,237.9187807,Central
469,Rice,Dairy,11-08-2023,273.2250314,East
470,Chicken,Dairy,20-04-2023,408.6993703,South
471,Chicken,Produce,13-04-2023,186.672811,East
472,Rice,Bakery,29-03-2023,303.1439694,South
473,Eggs,Meat,09-07-2023,380.2160666,North
474,Bread,Meat,15-12-2023,357.7173751,East
475,Bread,Bakery,27-03-2023,409.9960728,North
476,Fruits,Dairy,25-02-2023,141.4405587,West
477,Rice,Meat,12-03-2023,287.5083852,West
478,Eggs,Bakery,28-02-2023,52.28455988,East
479,Bread,Bakery,21-05-2023,23.61066597,East
480,Chicken,Grains,21-04-2023,491.9641615,Central
481,Eggs,Meat,07-11-2023,54.68359559,West
482,Chicken,Bakery,03-03-2023,253.0628035,North
483,Rice,Meat,28-03-2023,95.21349503,East
484,Vegetables,Dairy,29-05-2023,313.9885077,North
485,Chicken,Bakery,24-02-2023,253.7696131,North
486,Milk,Bakery,13-06-2023,391.3917882,Central
487,Rice,Dairy,30-05-2023,120.311834,West
488,Chicken,Dairy,21-01-2023,490.6009578,Central
489,Fruits,Produce,07-10-2023,262.6922035,East
490,Vegetables,Produce,08-07-2023,327.0763199,Central
491,Fruits,Bakery,27-02-2023,260.6320259,East
492,Rice,Grains,31-05-2023,312.70958,West
493,Fruits,Grains,06-06-2023,94.73992604,South
494,Bread,Grains,29-10-2023,342.9152417,Central
495,Rice,Bakery,29-08-2023,204.5676607,Central
496,Milk,Grains,25-02-2023,316.0907928,South
497,Vegetables,Dairy,07-07-2023,104.2498089,South
498,Rice,Grains,29-10-2023,69.11051538,South
499,Rice,Bakery,09-02-2023,227.5634566,Central
500,Bread,Bakery,29-07-2023,123.2940089,Central
501,Rice,Produce,22-02-2023,430.4530932,North
502,Bread,Produce,25-06-2023,333.9467745,South
503,Vegetables,Produce,28-02-2023,475.0499978,North
504,Milk,Bakery,01-08-2023,50.94164975,South
505,Fruits,Dairy,29-07-2023,67.60761519,South
506,Rice,Dairy,26-01-2023,443.3900238,East
507,Fruits,Grains,16-08-2023,429.735161,East
508,Bread,Produce,01-10-2023,225.2469139,South
509,Eggs,Meat,14-11-2023,422.6132728,North
510,Rice,Dairy,27-01-2023,216.0658051,South
511,Vegetables,Bakery,02-02-2023,305.9800517,West
512,Vegetables,Dairy,28-06-2023,332.4192203,Central
513,Vegetables,Dairy,06-04-2023,267.1643292,West
514,Fruits,Meat,19-12-2023,233.2345349,West
515,Rice,Produce,17-10-2023,461.3875996,West
516,Vegetables,Grains,13-01-2023,309.7003614,East
517,Milk,Grains,25-11-2023,417.7543304,East
518,Milk,Bakery,13-04-2023,416.2300562,Central
519,Rice,Meat,11-05-2023,308.4925258,West
520,Vegetables,Bakery,26-06-2023,234.9784626,North
521,Bread,Meat,17-12-2023,211.0041964,Central
522,Rice,Meat,30-11-2023,454.4874083,East
523,Bread,Grains,01-07-2023,243.0368767,West
524,Chicken,Dairy,07-04-2023,467.1489164,West
525,Milk,Produce,08-07-2023,129.1850669,Central
526,Bread,Bakery,09-06-2023,173.6959364,Central
527,Eggs,Meat,10-10-2023,48.33342668,Central
528,Bread,Dairy,26-01-2023,131.8310239,Central
529,Vegetables,Produce,29-04-2023,20.36302376,Central
530,Chicken,Grains,16-10-2023,370.1728118,East
531,Eggs,Grains,30-10-2023,128.4643252,South
532,Chicken,Meat,20-05-2023,273.6683543,Central
533,Bread,Dairy,14-05-2023,182.4594447,South
